0,1
"(array([0.00032263, 0.0004815 , 0.00043046, ..., 0.00051055, 0.00050809,
       0.        ], dtype=float32), 22050)",0
"(array([4.4455468e-05, 6.4481785e-05, 8.8306559e-05, ..., 5.3371891e-04,
       6.3308090e-04, 0.0000000e+00], dtype=float32), 22050)",0
"(array([-0.00028488, -0.00042949, -0.00035141, ...,  0.00026594,
        0.00028585,  0.        ], dtype=float32), 22050)",0
"(array([-1.5699983e-04, -2.1911695e-04, -1.7341736e-04, ...,
        4.2703083e-05,  1.4321387e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([ 8.01889109e-05,  1.14541064e-04,  1.08521141e-04, ...,
       -1.46857812e-04, -1.63441087e-04,  0.00000000e+00], dtype=float32), 22050)",0
"(array([-0.00021661, -0.00033517, -0.00030067, ..., -0.0001685 ,
       -0.00017196,  0.        ], dtype=float32), 22050)",0
"(array([0.00018737, 0.00029637, 0.00027691, ..., 0.00029969, 0.00031336,
       0.        ], dtype=float32), 22050)",0
"(array([-0.00028021, -0.00044378, -0.00039664, ..., -0.00082882,
       -0.00079927,  0.        ], dtype=float32), 22050)",0
"(array([-3.1027434e-05, -7.0095717e-05, -8.3333078e-05, ...,
       -8.9299087e-05, -1.0137586e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-0.00014147, -0.00015864, -0.00013916, ..., -0.00015069,
       -0.00019484,  0.        ], dtype=float32), 22050)",0
"(array([ 0.00024067,  0.00036343,  0.00034754, ..., -0.00010573,
       -0.0001319 ,  0.        ], dtype=float32), 22050)",0
"(array([-1.6091895e-04, -2.4861915e-04, -2.1766989e-04, ...,
       -3.0121826e-05, -3.3551241e-05,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-0.000634  , -0.00095978, -0.00086722, ..., -0.0001248 ,
       -0.00014599,  0.        ], dtype=float32), 22050)",0
"(array([-0.00017126, -0.00027081, -0.00026513, ..., -0.00037211,
       -0.00037233,  0.        ], dtype=float32), 22050)",0
"(array([ 0.00022829,  0.00036161,  0.00030267, ..., -0.00038336,
       -0.00039622,  0.        ], dtype=float32), 22050)",0
"(array([-2.4063533e-05, -2.9487821e-05, -1.7106560e-05, ...,
       -4.3643715e-05, -6.2412473e-05,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-0.00018494, -0.00028853, -0.00026867, ..., -0.00033435,
       -0.00033278,  0.        ], dtype=float32), 22050)",0
"(array([-0.00015271, -0.00023194, -0.00017555, ...,  0.00018604,
        0.00023143,  0.        ], dtype=float32), 22050)",0
"(array([ 0.00015755,  0.00024032,  0.00021776, ..., -0.00042005,
       -0.00047714,  0.        ], dtype=float32), 22050)",0
"(array([-2.7709643e-04, -4.1910692e-04, -3.5674797e-04, ...,
       -7.8258709e-05, -7.4253716e-05,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-0.00014366, -0.00020756, -0.00020982, ...,  0.00056385,
        0.00062693,  0.        ], dtype=float32), 22050)",0
"(array([-1.9319552e-04, -3.0490913e-04, -2.3229998e-04, ...,
        9.6054166e-05,  3.5730915e-05,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-2.7235944e-06,  1.1166608e-05,  3.0806925e-05, ...,
        6.5792841e-04,  6.2692200e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([ 5.7605019e-05,  8.8770423e-05,  9.4365430e-05, ...,
       -6.5118144e-04, -7.0468563e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-0.00023157, -0.00035169, -0.00030518, ..., -0.00034601,
       -0.00035582,  0.        ], dtype=float32), 22050)",0
"(array([ 1.0672963e-05, -3.3960515e-07, -3.9516595e-05, ...,
       -3.7583060e-04, -4.1617797e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-3.7356393e-05, -4.5682653e-05, -3.9171005e-05, ...,
       -3.8728319e-04, -4.6286866e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-8.7275257e-05, -1.3211771e-04, -1.1634486e-04, ...,
       -1.0135290e-03, -1.0099945e-03,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-2.6613313e-07,  2.7782676e-07,  2.6049973e-05, ...,
       -1.2444092e-04, -1.0647713e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([ 0.00022086,  0.00033524,  0.00033255, ..., -0.00085484,
       -0.00097203,  0.        ], dtype=float32), 22050)",0
"(array([9.8348588e-05, 2.1197223e-04, 1.9999393e-04, ..., 3.7397971e-04,
       4.1963148e-04, 0.0000000e+00], dtype=float32), 22050)",0
"(array([-7.70367405e-05, -1.41013865e-04, -1.12136826e-04, ...,
        3.71179078e-04,  3.92768299e-04,  0.00000000e+00], dtype=float32), 22050)",0
"(array([ 3.1348511e-05,  1.2750396e-05, -9.3126291e-05, ...,
       -6.3891656e-04, -6.9655245e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-7.9863952e-05, -9.8618046e-05, -1.4182295e-04, ...,
        3.2058905e-04,  3.3837228e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([5.50437020e-04, 8.22679256e-04, 7.05041690e-04, ...,
       6.20728315e-05, 1.08696244e-04, 0.00000000e+00], dtype=float32), 22050)",0
"(array([-0.00016543, -0.00023319, -0.00017523, ...,  0.00027791,
        0.00028396,  0.        ], dtype=float32), 22050)",0
"(array([3.7946502e-05, 4.4819430e-05, 4.0764971e-05, ..., 6.6759327e-05,
       1.6434953e-04, 0.0000000e+00], dtype=float32), 22050)",0
"(array([ 0.00012904,  0.00020229,  0.00016049, ..., -0.0003179 ,
       -0.00039572,  0.        ], dtype=float32), 22050)",0
"(array([0.00010717, 0.00019132, 0.0001481 , ..., 0.00037965, 0.00045126,
       0.        ], dtype=float32), 22050)",0
"(array([-6.3999105e-05, -1.0117149e-04, -8.4753527e-05, ...,
       -2.8621728e-04, -3.3372163e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-0.00013436, -0.000194  , -0.00018884, ..., -0.00033347,
       -0.0003415 ,  0.        ], dtype=float32), 22050)",0
"(array([0.00026618, 0.00038595, 0.00033353, ..., 0.00038537, 0.00048742,
       0.        ], dtype=float32), 22050)",0
"(array([-1.7284280e-04, -2.1681048e-04, -1.7698435e-04, ...,
       -6.3862876e-07,  5.9975806e-05,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-1.6456315e-05, -4.7432597e-05, -5.0208713e-05, ...,
       -5.3762342e-04, -6.3518051e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([ 8.1477025e-05,  9.3258037e-05,  7.9959042e-05, ...,
       -1.4362071e-04, -1.3354499e-04,  0.0000000e+00], dtype=float32), 22050)",0
"(array([-0.00018872, -0.00028153, -0.00024354, ..., -0.00018523,
       -0.00020722,  0.        ], dtype=float32), 22050)",0
"(array([-0.00035205, -0.00051943, -0.00042968, ..., -0.00105571,
       -0.00114094,  0.        ], dtype=float32), 22050)",0
"(array([-0.00016556, -0.00023356, -0.00022529, ..., -0.00026456,
       -0.00033627,  0.        ], dtype=float32), 22050)",0
"(array([-0.00016464, -0.00026477, -0.00027142, ..., -0.00023585,
       -0.00020975,  0.        ], dtype=float32), 22050)",0
"(array([-0.00122793, -0.00189912, -0.00161411, ...,  0.00098302,
        0.00082402,  0.        ], dtype=float32), 22050)",0
"(array([0.00022638, 0.00034192, 0.00028127, ..., 0.0002827 , 0.0002745 ,
       0.        ], dtype=float32), 22050)",1
"(array([ 0.00018724,  0.00029038,  0.00023058, ..., -0.00038915,
       -0.00040487,  0.        ], dtype=float32), 22050)",1
"(array([-5.5235891e-05, -1.1496620e-04, -9.6394215e-05, ...,
       -2.7835546e-03, -3.4155466e-03,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-5.7504101e-05, -6.5382097e-05, -6.7185218e-05, ...,
       -7.9118239e-05,  4.6247087e-06,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-4.5787343e-05, -9.2697184e-05, -4.1912492e-05, ...,
        4.6988175e-04,  5.2435708e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([ 4.31136759e-05,  1.05095416e-04,  6.19951024e-05, ...,
       -1.68893981e-04, -2.03204647e-04,  0.00000000e+00], dtype=float32), 22050)",1
"(array([-0.00018619, -0.000274  , -0.00025013, ..., -0.00040579,
       -0.00046483,  0.        ], dtype=float32), 22050)",1
"(array([-0.00035384, -0.00053922, -0.00045177, ..., -0.00054256,
       -0.00050581,  0.        ], dtype=float32), 22050)",1
"(array([-0.00023139, -0.00033409, -0.00030251, ..., -0.00016843,
       -0.00016187,  0.        ], dtype=float32), 22050)",1
"(array([ 5.626902e-05,  5.212207e-05,  6.112902e-05, ..., -5.365120e-04,
       -5.527426e-04,  0.000000e+00], dtype=float32), 22050)",1
"(array([ 0.00019341,  0.00030393,  0.00026113, ..., -0.00019685,
       -0.00020402,  0.        ], dtype=float32), 22050)",1
"(array([-3.2365631e-05, -6.7755420e-05, -6.9288828e-05, ...,
       -5.6675519e-04, -5.7386217e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-2.1119829e-05, -3.4547265e-05, -1.8675295e-05, ...,
        2.1350052e-04,  2.4727802e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-3.9572518e-05, -3.3423588e-05,  1.9112197e-06, ...,
       -5.0850073e-04, -5.1317422e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-0.00026781, -0.00039318, -0.00037706, ..., -0.00028759,
       -0.00026557,  0.        ], dtype=float32), 22050)",1
"(array([ 1.5881359e-04,  2.6763143e-04,  2.2694161e-04, ...,
       -4.8574257e-05, -9.3055620e-05,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-6.3716050e-04, -9.3344890e-04, -8.1110065e-04, ...,
       -3.9607758e-06,  1.6692546e-05,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-5.7204765e-05, -6.7130393e-05, -8.2861457e-05, ...,
        3.2751519e-05,  8.8165347e-05,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-0.000138  , -0.00023899, -0.00022252, ...,  0.00012744,
        0.00011367,  0.        ], dtype=float32), 22050)",1
"(array([0.00017337, 0.00024449, 0.00021217, ..., 0.00058492, 0.00071067,
       0.        ], dtype=float32), 22050)",1
"(array([-0.00032481, -0.0005022 , -0.00043502, ..., -0.00032876,
       -0.00039664,  0.        ], dtype=float32), 22050)",1
"(array([-3.2299289e-05, -6.0645369e-05, -8.2439350e-05, ...,
       -9.7118595e-05, -1.3015680e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([0.00021997, 0.00032944, 0.0002916 , ..., 0.00010899, 0.00010462,
       0.        ], dtype=float32), 22050)",1
"(array([-1.3876510e-04, -2.3353890e-04, -2.1756839e-04, ...,
        1.2725114e-04,  9.4979056e-05,  0.0000000e+00], dtype=float32), 22050)",1
"(array([ 7.4934680e-05,  1.3531397e-04,  1.5054735e-04, ...,
       -7.2140800e-05, -7.4500858e-05,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-3.5230027e-05, -3.3731860e-05, -2.8838602e-05, ...,
       -2.5819003e-05,  3.8070495e-05,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-0.0002537 , -0.00037116, -0.0003395 , ...,  0.00012834,
        0.0001023 ,  0.        ], dtype=float32), 22050)",1
"(array([-0.00029772, -0.00041906, -0.00037536, ...,  0.00018807,
        0.0002264 ,  0.        ], dtype=float32), 22050)",1
"(array([7.6880911e-05, 1.2697488e-04, 1.3332488e-04, ..., 3.7749592e-04,
       4.2856869e-04, 0.0000000e+00], dtype=float32), 22050)",1
"(array([0.00019695, 0.00032059, 0.00032214, ..., 0.00043095, 0.00039883,
       0.        ], dtype=float32), 22050)",1
"(array([ 0.00061465,  0.00098152,  0.00085356, ..., -0.00046167,
       -0.00050777,  0.        ], dtype=float32), 22050)",1
"(array([-0.00043802, -0.00066085, -0.00058146, ..., -0.00011872,
       -0.00011313,  0.        ], dtype=float32), 22050)",1
"(array([-7.6470104e-05, -1.2569755e-04, -1.1716293e-04, ...,
       -1.6408741e-04, -1.6997133e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([ 0.00028226,  0.00041039,  0.00036345, ..., -0.00105652,
       -0.00123778,  0.        ], dtype=float32), 22050)",1
"(array([-0.00024208, -0.0003552 , -0.00024798, ..., -0.00015292,
       -0.00010889,  0.        ], dtype=float32), 22050)",1
"(array([-0.00010209, -0.00012542, -0.00011995, ...,  0.00017731,
        0.00018446,  0.        ], dtype=float32), 22050)",1
"(array([ 3.82633552e-05,  5.69924123e-05,  3.34055767e-05, ...,
       -1.17884236e-04, -1.73623077e-04,  0.00000000e+00], dtype=float32), 22050)",1
"(array([ 2.4146824e-04,  3.7923132e-04,  3.3292774e-04, ...,
       -1.4738519e-05, -3.5685684e-06,  0.0000000e+00], dtype=float32), 22050)",1
"(array([ 0.00022539,  0.00036575,  0.00034334, ..., -0.00157908,
       -0.00197807,  0.        ], dtype=float32), 22050)",1
"(array([-0.00023956, -0.00036597, -0.00031492, ..., -0.00059906,
       -0.00067285,  0.        ], dtype=float32), 22050)",1
"(array([-0.00015538, -0.00012492, -0.0001461 , ..., -0.00019604,
       -0.00019764,  0.        ], dtype=float32), 22050)",1
"(array([ 7.92865976e-05,  1.22316880e-04,  1.21585355e-04, ...,
        9.57206339e-06, -5.75976719e-06,  0.00000000e+00], dtype=float32), 22050)",1
"(array([ 8.5967818e-05,  1.7977481e-04,  1.5622270e-04, ...,
       -2.2648303e-05, -2.1575086e-05,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-0.00031049, -0.00044967, -0.00035821, ...,  0.00016726,
        0.00024583,  0.        ], dtype=float32), 22050)",1
"(array([-0.00012873, -0.00020181, -0.00019461, ..., -0.00030439,
       -0.000402  ,  0.        ], dtype=float32), 22050)",1
"(array([-3.4984402e-04, -5.3027918e-04, -4.5462351e-04, ...,
       -4.8952112e-05, -6.5314511e-05,  0.0000000e+00], dtype=float32), 22050)",1
"(array([ 4.3773489e-05,  6.6117042e-05,  5.7905800e-05, ...,
       -6.7078823e-04, -7.4870593e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-1.9434119e-05, -6.0336912e-05, -7.3089999e-05, ...,
        1.5478270e-04,  1.2660613e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-1.3896397e-05, -6.3963921e-06, -2.1275677e-05, ...,
       -1.6937475e-04, -2.1177041e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-3.3249882e-05, -5.4300181e-05, -5.4210293e-05, ...,
       -9.5683536e-05, -1.4491485e-04,  0.0000000e+00], dtype=float32), 22050)",1
"(array([-5.1366249e-05, -1.2787410e-04, -1.4532669e-04, ...,
       -4.3180725e-04, -4.8588603e-04,  0.0000000e+00], dtype=float32), 22050)",2
"(array([-0.00030415, -0.00046672, -0.0003921 , ...,  0.00051245,
        0.00059446,  0.        ], dtype=float32), 22050)",2
"(array([4.4247405e-05, 6.5251515e-05, 4.0673618e-05, ..., 2.8695690e-04,
       3.6090141e-04, 0.0000000e+00], dtype=float32), 22050)",2
"(array([1.9966191e-04, 3.4044005e-04, 2.7403448e-04, ..., 1.6037966e-04,
       5.2645613e-05, 0.0000000e+00], dtype=float32), 22050)",2
"(array([-5.6720298e-04, -8.4621768e-04, -7.3004578e-04, ...,
       -4.6853980e-05, -6.2016974e-05,  0.0000000e+00], dtype=float32), 22050)",2
"(array([ 4.2017171e-05,  4.5607903e-05,  4.5434113e-05, ...,
       -5.7556090e-04, -6.5963902e-04,  0.0000000e+00], dtype=float32), 22050)",2
"(array([-3.4923764e-04, -5.0808460e-04, -4.4484751e-04, ...,
       -2.1922546e-05, -9.1891116e-06,  0.0000000e+00], dtype=float32), 22050)",2
"(array([ 6.5186934e-05,  9.4000556e-05,  6.3711137e-05, ...,
       -5.5562501e-04, -5.8772590e-04,  0.0000000e+00], dtype=float32), 22050)",2
"(array([ 0.00025849,  0.00038723,  0.00033467, ..., -0.00035042,
       -0.00043656,  0.        ], dtype=float32), 22050)",2
"(array([ 0.00044912,  0.00066038,  0.00056103, ..., -0.00076595,
       -0.00090192,  0.        ], dtype=float32), 22050)",2
"(array([-0.00052678, -0.00078452, -0.00063311, ...,  0.0003704 ,
        0.00036766,  0.        ], dtype=float32), 22050)",2
"(array([-0.00023539, -0.0003254 , -0.00028909, ..., -0.00010614,
       -0.00013603,  0.        ], dtype=float32), 22050)",2
"(array([ 0.00021643,  0.000325  ,  0.00030935, ..., -0.00048203,
       -0.00045574,  0.        ], dtype=float32), 22050)",2
"(array([-9.93611757e-05, -1.19326425e-04, -9.08453148e-05, ...,
       -1.31581532e-04, -1.45105209e-04,  0.00000000e+00], dtype=float32), 22050)",2
"(array([-0.0001956 , -0.00028406, -0.00026047, ..., -0.00085365,
       -0.00090996,  0.        ], dtype=float32), 22050)",2
"(array([-6.7691092e-04, -1.0114281e-03, -8.7474193e-04, ...,
        4.0667604e-05,  6.9288624e-05,  0.0000000e+00], dtype=float32), 22050)",2
"(array([-0.00011039, -0.00020005, -0.00019969, ..., -0.00038308,
       -0.00042185,  0.        ], dtype=float32), 22050)",2
"(array([-0.00018642, -0.00026206, -0.0002291 , ..., -0.00032017,
       -0.00033063,  0.        ], dtype=float32), 22050)",2
"(array([-0.0002316 , -0.00034958, -0.00029258, ..., -0.00072613,
       -0.00069564,  0.        ], dtype=float32), 22050)",2
"(array([0.00023461, 0.00034311, 0.0002993 , ..., 0.00094532, 0.00106449,
       0.        ], dtype=float32), 22050)",2
"(array([-7.42273478e-05, -1.24469894e-04, -1.02886224e-04, ...,
       -2.38654262e-04, -2.56630039e-04,  0.00000000e+00], dtype=float32), 22050)",2
"(array([-9.76397714e-05, -1.40039061e-04, -1.12978814e-04, ...,
       -1.71541178e-04, -1.72625441e-04,  0.00000000e+00], dtype=float32), 22050)",2
"(array([-0.00019039, -0.00026884, -0.00025787, ...,  0.0005536 ,
        0.00060852,  0.        ], dtype=float32), 22050)",2
"(array([3.0949005e-04, 4.6286531e-04, 4.2864741e-04, ..., 1.1530459e-04,
       7.9531950e-05, 0.0000000e+00], dtype=float32), 22050)",2
"(array([-7.4031450e-05, -1.4720464e-04, -1.1242763e-04, ...,
       -2.5506987e-04, -2.6739959e-04,  0.0000000e+00], dtype=float32), 22050)",2
